Collection text,Collection Description,MetaDescription,MetaKeywords,PageTitle,CollectionImageFilenameSource,CollectionImageFilename2,PageName
Bernette 37 Sewing Machine,"!!<<span style='color: #ff0000;'>>!!!!<<strong>>!!Bernette b37 - Special price £399, saving £40 -  Offer valid until 31st August 2019.!!<</strong>>!!!!<</span>>!!
",,,Bernette 37 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/BERN38B.jpg,BERN37B.jpg,Bernette-37-Sewing-Machine2-1.html
Bernette 38 Sewing Machine,"
",,,Bernette 38 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/BernettePresserFootGroup.jpg,BERN38B.jpg,Bernette-38-Sewing-Machine-1.html
Bernette 38 Sewing Machine,,,,Bernette 38 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/Bern33B.jpg,BERN38B.jpg,Bernette-38.html
Bernette 38 Sewing Machine,,,,Bernette 38 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/BERNB44B.jpg,BERN38B.jpg,Bernette-38-Sewing-Machine2.html
Bernette 42 Coverstitch Machine,,,,Bernette 42 Coverstitch Machine,https://www.quiltdirect.co.uk/acatalog/BERN35B.jpg,BERNB42B.jpg,Bernette-42-Coverstitch-Machine2.html
Bernette 44 Overlocker Machine,,,,Bernette 44 Overlocker Machine,https://www.quiltdirect.co.uk/acatalog/BERNB42B.jpg,BERNB44B.jpg,Bernette-44-Overlocker-Machine.html
Bernette 44 Overlocker Machine,"!!<<span style='color: #ff0000;'>>!!!!<<strong>>!!Latest Bernina Special price £389 - saving £50 - Offer Valid until 31st January 2020.!!<</strong>>!!!!<</span>>!! 
",,,Bernette 44 Overlocker Machine,https://www.quiltdirect.co.uk/acatalog/lisa_calle_logoB.jpg,BERNB44B.jpg,Bernette-44-Overlocker-Machine2-1.html
Bernette 48 Overlocker & Coverstitch Machine,,,,Bernette 48 Overlocker & Coverstitch Machine,https://www.quiltdirect.co.uk/acatalog/BERNB44B.jpg,BERNB48B.jpg,Bernette-48-Overlocker-Coverstitch-Machine.html
Bernette Accessories - not on web,,,,Bernette Sewing Machine Accessories,https://www.quiltdirect.co.uk/acatalog/,,Bernette-Accessories.html
"Bernette B42, B44 & B48 Accessories",,,,,https://www.quiltdirect.co.uk/acatalog/,,Bernette-B42--B44---B48-Acccessories.html
"Bernette B42, B44 & B48 Feet",,,,,https://www.quiltdirect.co.uk/acatalog/,,Bernette-B42-48.html
"Bernette B42, B44, B48 ",,,,,https://www.quiltdirect.co.uk/acatalog/OldBerninaoverlocker.jpg,,Bernette-B42--B44--B48-.html
Bernette b70 Deco Embroidery Only Machine,"!!<<span style='color: #ff0000;'>>!!Due to current high demand of this machine we have limited stock. Orders for this machine will be prioritised in date order, so the sooner an order is placed the earlier we are likely to be able to deliver. !!<</span>>!!",,,,https://www.quiltdirect.co.uk/acatalog/BERN77B.jpg,BERN70DECOB.jpg,Bernette-b70-Deco.html
Bernette b70 Deco Embroidery Only Machine,,,,,https://www.quiltdirect.co.uk/acatalog/,BERN70DECOB.jpg,Bernette-b70-Deco-1.html
Bernette B77 Sewing Machine,,,,,https://www.quiltdirect.co.uk/acatalog/BERN79B.jpg,BERN77B.jpg,Bernette-b77-Sewing-Machine.html
Bernette b77 Sewing Machine,,,,,https://www.quiltdirect.co.uk/acatalog/BERN70DECOB.jpg,BERN77B.jpg,Bernette-b77-Sewing-Machine-1.html
Bernette B79 Sewing Machine & Embroidery Machine,"
!!<<strong>>!!!!<<span style='color: #ff0000;'>>!!BACK IN STOCK!!<</span>>!!!!<</strong>>!!",,,,https://www.quiltdirect.co.uk/acatalog/KPHEADB.jpg,BERN79B.jpg,Bernette-b-79-Sewing-Machines.html
Bernette b79 Sewing Machine & Embroidery Unit,,,,,https://www.quiltdirect.co.uk/acatalog/BERN77B.jpg,BERN79B.jpg,Bernette-b-79-Sewing-Machines-1.html
Bernette Embroidery Accessories & Software,,,,,https://www.quiltdirect.co.uk/acatalog/toolbox.jpg,B5020208733B.jpg,Bernette-Embroidery-Machines-.html
Bernette Embroidery Machine Accessories ,,,,,https://www.quiltdirect.co.uk/acatalog/CT20122.jpg,,Bernette-Embroidery-Machine-Accessories-.html
Bernette Embroidery Sewing Machines,,,,,https://www.quiltdirect.co.uk/acatalog/CANNGROUPA.jpg,BERN70DECOB.jpg,Bernette-Embroidery-Only-Machine.html
Bernette Machine Embroidery Feet,,,,,https://www.quiltdirect.co.uk/acatalog/BERNINAACTIVATION.jpg,B5020601383_A.jpg,Bernette-Machine-Embroidery-Feet.html
Bernette Machine Embroidery Hoops,,,,,https://www.quiltdirect.co.uk/acatalog/B5020601383_A.jpg,B5020208733A.jpg,Embroidery-Hoops.html
Bernette Overlocker & Coverstitch Accessories,,,,Bernette Overlocker & Coverstitch Accessories,https://www.quiltdirect.co.uk/acatalog/DayInParis_Group.jpg,B5020405511_A.jpg,Bernette-.html
Bernette Overlocker & Coverstitch Machines,"
",Bernina Overlocker|Serger,Overlocker Serger Bernina,"Bernette Overlockers, Bernette Coverstitch Machines",https://www.quiltdirect.co.uk/acatalog/BERNB48B.jpg,BERNB48_A.jpg,BerninaOverlockers-1.html
Bernette Presser Feet,"We have listed accessories for the latest Bernette models.
 
!!<<span style='color: #ff0000;'>>!!!!<<strong>>!!If you are looking for additional Bernette accessories other than those listed below, please call us on 01822 810877 and we can check availability for you!!<</strong>>!!!!<</span>>!!",,,,https://www.quiltdirect.co.uk/acatalog/PS3B.jpg,BernettePresserFootGroup.jpg,Bernette-Presser-Feet.html
Bernette Presser Foot Sets,,,,,https://www.quiltdirect.co.uk/acatalog/BernettePresserFootGroup.jpg,B5020209306A.jpg,Bernette-Presser-Feet-Sets.html
Bernette Sewing Machine Accessories,,,,,https://www.quiltdirect.co.uk/acatalog/BERNDESUPDATE.jpg,B5020601388_A.jpg,Bernette-Sewing-Machine-Feet.html
Bernette Sewing Machine Feet & Foot Sets,"

",,,"Bernette Accessories for Bernette Sewing Machines, Bernette Overlockers, Bernette Coverstitch Machines",https://www.quiltdirect.co.uk/acatalog/,BernettePresserFootGroup.jpg,Bernette-Accessories-1.html
Bernette Sewing Machines,"!!<<h1>>!!Bernette Sewing Machines from Bernina!!<</h1>>!!
Looking for a great sewing machine at an attractive price? The Bernette Sewing Machines are Swiss Designed, Simple, Easy and Fun to use, so a Bernette Sewing Machine from Bernina could be the answer. 

Choose from:
!!<<strong>>!!Mechanical Bernette model - b33!!<</strong>>!! - the most basic of the Bernette Sewing Machines, this model is particularly suited for beginners with little experience.  
!!<<strong>>!!Mechanical Bernette model - b35!!<</strong>>!! - a total of 23 stitches and 7 presser freet (soles).

!!<<strong>>!!Computer Bernette model - b37 !!<</strong>>!!- offers an extensive range of helpful functions and impressive stitch quality. 
!!<<strong>>!!Computer Bernette model - b38!!<</strong>>!! - top model in the series offering everything creative sewists need.

!!<<strong>>!!Computerised Bernette model - b70 Deco Embroidery Only Machine !!<</strong>>!! The computerized embroidery machine to raise your creativity to the next level!

!!<<strong>>!!Computerised Bernette model - b77 Sewing Machine !!<</strong>>!! The b77 focuses exclusively on sewing and quilting. 

!!<<strong>>!!Computerised Bernette model - b79 Sewing Machine & Embroidery Unit!!<</strong>>!! Our most excellent and affordable Bernette sewing and embroidery machine.",Bernette Sewing Machines - great prices !,,Bernette Sewing Machines,https://www.quiltdirect.co.uk/acatalog/BERNB48_A.jpg,BERN79B.jpg,Bernina_Machines-1.html
Bernette Sewing Machines,"Looking for a great sewing machine at an attractive price? Swiss Design, Simple, Easy and Fun to use, a Bernette machine from Bernina could be the answer. 

Choose from:
!!<<strong>>!!Mechanical bernette model - b33!!<</strong>>!! - a basic model particularly suited for beginners with little experience.  
!!<<strong>>!!Mechanical bernette model - b35!!<</strong>>!! - a total of 23 stitches and 7 presser freet (soles)

!!<<strong>>!!Computer bernette model - b37 !!<</strong>>!!- offers an extensive range of helpful functions and impressive stitch quality  
!!<<strong>>!!Computer bernette model - b38!!<</strong>>!! - top model in the series offering everything creative sewists need

!!<<strong>>!!Computerised Bernette model - b70 Deco Embroidery Only Machine !!<</strong>>!! The computerized embroidery machine to raise your creativity to the next level!

!!<<strong>>!!Computerised Bernette model - b77 Sewing Machine !!<</strong>>!! The b77 focuses exclusively on sewing and quilting. 

!!<<strong>>!!Computerised Bernette model - b79 Sewing Machine & Embroidery Unit!!<</strong>>!! Our most excellent and affordable Bernette sewing and embroidery machine.","Beginner sewing machine, bernette, bernina",dressmaking sewing machine cheap entry level,Bernette Sewing Machines,https://www.quiltdirect.co.uk/acatalog/SCHMETZB.jpg,BERN79B.jpg,Sewing-Machines.html
Bernette Sewing Machines & Accessories,"



","Bernette Sewing Machines,",Beginner level sewing machine,"Bernette Sewing Machines, Bernette Overlockers, Bernette Coverstitch Machines, Bernette Accessories",https://www.quiltdirect.co.uk/acatalog/BERN79B.jpg,BERN37_A.jpg,Bernette-Machines---Accessories.html
Bernette Specials,"Our current Bernette Sewing Machine, Overlocker & Coverstitch Special Offers. ",,,"Special Offers on Bernette Sewing Machines, Bernette Overlockers, Bernette Coverstitch Machines, Bernette Accessories",https://www.quiltdirect.co.uk/acatalog/BERN37B.jpg,Bernette logoB.jpg,Bernette-Specials2.html
Bernina  Rulers,"These rulers are all ¼"" deep to be used with long arm machines or domestic machines with a 'suitable ruler foot'.  

For Bernina domestic machines you need the ruler foot #72V, available for models 125-880. (1998 models upwards except 1008).  When used on a Bernina Q series you will require the foot 96V.",,,Bernina  Rulers | Sewing & Quilting,https://www.quiltdirect.co.uk/acatalog/SSW1802.jpg,bernrulerimage.jpg,Bernina-Rulers.html
Bernina  Rulers,"These rulers are all ¼"" deep to be used with long arm machines or domestic machines with a 'suitable ruler foot'.  

For Bernina domestic machines you need the ruler foot #72V, available for models 125-880. (1998 models upwards except 1008).  When used on a Bernina Q series you will require the foot 96V.",,,,https://www.quiltdirect.co.uk/acatalog/FRP905B.jpg,bernrulerimage.jpg,Bernina-Rulers-1.html
Bernina 1008S Classic Sewing Machine,"The Bernina 1008S offers the flair of mechanical sewing with the high precision and a wide range of setting options you expect from a Bernina.

A longstanding favourite across the world and with many creative embroiderers, sadly this machine is now being retired by Bernina. 





",The Classic Bernina 1008.  A great favourite with machine embroiderer's and for workshop environments,"Bernina 1008, Mechanical Classic, ",Bernina  1008 Classic Sewing Machine,https://www.quiltdirect.co.uk/acatalog/Bernina-Feet.jpg,BERN1008small.jpg,Bernina1008.html
Bernina 3 Series Sewing Machines,"
The 3 Series is a line of easy-to-use sewing machines, specifically designed for beginning and intermediate sewers who want a machine with top design standards and cutting-edge technology. LED lights provide optimum illumination of the display and work area. Direct-selection buttons allow for quick, user-friendly operation.  The start/stop button, speed control, semi-automatic threader, automatic one-step buttonhole and fast stitch-selection functions save time and enhance sewing precision. 

The 3 Series machines are compact  30cm x  35.5cm (12"" x 14½"") and weighing in at 8.1kg  (18 pounds) the 3 Series are great for sewers on the move. 



","Bernina 3 series, all round machines suitable for home sewing, quilting and embroidery. ","computerised, simple lightweight, Bernina 330 350 380 sewing machine",Bernina Sewing Machine 3 Series ,https://www.quiltdirect.co.uk/acatalog/Cartella-Group.jpg,Bernina 3 Series Group.jpg,Bernina3Series.html
Bernina 325 Sewing Machine,"
The Bernina 325, small enough to fit into any sewing nook or cranny, yet powerful enough to stitch through your toughest materials and ideas. Full of the latest technology and robust, durable quality ensuring nothing stands in the way of your creativity. On the outside, the simple, user-friendly operation makes your maker life easy.   

",,,Bernina 325 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/Bernette logoB.jpg,BERN325A.jpg,Bernina-325.html
Bernina 330,,,,Bernina 330 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/BERN330FLsmall.jpg,,Bernina-330.html
Bernina 330 Special Edition First Love,"
!!<<span style='font-size: 18px; color: #ff0000;'>>!!!!<<strong>>!!Special Offer
Special Price of £549 (RRP £649) saving £100!!<</strong>>!!!!<</span>>!!

For purchases before 30th November 2017 ",,,Bernina 330 Special Edition First Love,https://www.quiltdirect.co.uk/acatalog/PrelovedLabelsB.jpg,BERN330FLsmall.jpg,Bernina-330-Special-Edition-First-Love.html
Bernina 335 Sewing Machine,"
The Bernina 335, small enough to fit into any sewing nook or cranny, yet powerful enough to stitch through your toughest materials and ideas. Full of the latest technology and robust, durable quality ensuring nothing stands in the way of your creativity. On the outside, the simple, user-friendly operation makes your maker life easy.  
 


",,,Bernina 335 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/swatch-amberley_A.jpg,BERN335_large.jpg,Bernina-335.html
Bernina 335 Sewing Machine ,"
The Bernina 335, small enough to fit into any sewing nook or cranny, yet powerful enough to stitch through your toughest materials and ideas. Full of the latest technology and robust, durable quality ensuring nothing stands in the way of your creativity. On the outside, the simple, user-friendly operation makes your maker life easy.   ",,,,https://www.quiltdirect.co.uk/acatalog/TCRS45.jpg,BERN335_large.jpg,Bernina-335-1.html
Bernina 380 ,,,,Bernina 380 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/MKCR50-TC.jpg,BERN380small.jpg,Bernina380.html
Bernina 7 Series Sewing & Embroidery Machines,"
The Latest 7 Series machines with an extended Free arm, an ultra-responsive touch screen, adaptive thread tension and  the acclaimed Bernina Hook system.  All of this series of machines are embroidery capable and take the Maxi Hoop for bigger embroidery designs & hooped quilting.  

The Bernina 7 Series are long arm machines and the dimensions are 21cm wide x 49cm length x 36cm high   (8¼"" x 19¼"" x 14"" ). There is 10""  26cm to the right of the needle and a 7""  17cm Touch Screen weighing in at 14kg (31pounds) they are mainly 'stay at home' machines more for the weight and size than any other reason!  

",The Bernina 7 series the dream sewing machine for any sewer,"Bernina 710, 750, 780E quilting embroidery sewing machine, ","Bernina Sewing Machine 720, 770 and 790 Sewing Machines ",https://www.quiltdirect.co.uk/acatalog/SteamASeamLitegroup.jpg,BERNINA7Group.jpg,Bernina7Series.html
Bernina 700 Embroidery Only Machine,"

Bernina 700 Our first Embroidery only machine.  Simply the best machine for beautiful embroidery.

",,,Bernina 700 Embroidery Sewing Machine,https://www.quiltdirect.co.uk/acatalog/QRCT2.jpg,BERN700.jpg,Bernina-700-Embroidery-Machine-2.html
Bernina 700E Embroidery Only Machine,"Bernina 700 Our first Embroidery only machine.  Simply the best machine for beautiful embroidery.


!!<<span style='color: #ff0000;'>>!!Due to current high demand, this machine has a 3-6 week wait time from point of order. !!<</span>>!!
",,,Bernina 700 Embroidery Only Machine,https://www.quiltdirect.co.uk/acatalog/BERN700.jpg,BERN700.jpg,Bernina-700-Embroidery-Machine.html
Bernina 740 Sewing Machine,"!!<<span style='color: #ff0000;'>>!!Due to current high demand this machine is out of stock until Early August. Pre-Orders for this machine will be prioritised in date order, so the sooner an order is placed the earlier we are likely to be able to deliver. !!<</span>>!!","Bernina 790 Sewing Machine,  Bernina 790E Sewing and Embroidery machine","Bernina Long Arm Quilters, embroiderer's sewing and embroidery machines 9mm stitch width, sideways motion, stitch designer",Bernina 740 Sewing Machine,https://www.quiltdirect.co.uk/acatalog/evelynshomesteadgroup.jpg,BERN720small.jpg,Bernina-740-Sewing-Machine.html
Bernina 770QE Sewing Machine,"

","Bernina 790 Sewing Machine,  Bernina 790E Sewing and Embroidery machine","Bernina Long Arm Quilters, embroiderer's sewing and embroidery machines 9mm stitch width, sideways motion, stitch designer",Bernina 770QE Sewing & Embroidery Machine,https://www.quiltdirect.co.uk/acatalog/BERN790EB.jpg,BERN770small.jpg,Bernina770QE.html
Bernina 790 Plus Sewing Machine,"
BERNINA 790 PLUS  Finest for Sewing & Embroidery

    Great New Embroidery Features
    Large Sewing & Embroidery Field
    Create your own stitch patterns
    Sew longer with the extra large bobbin

",,,Bernina 790 Plus Sewing Machine,https://www.quiltdirect.co.uk/acatalog/BERN37_A.jpg,BERN790B.jpg,Bernina-790-Plus.html
Bernina 790E Plus Sewing & Embroidery Machine,"BERNINA 790 PLUS  Finest for Sewing & Embroidery

    Great New Embroidery Features
    Large Sewing & Embroidery Field
    Create your own stitch patterns
    Sew longer with the extra large bobbin


",,,Bernina 790E Sewing & Embroidery Machine,https://www.quiltdirect.co.uk/acatalog/BERNQ24small.jpg,BERN790EB.jpg,Bernina790E.html
Bernina 790E Plus Special Edition Sewing & Embroidery Machine ,,,,,https://www.quiltdirect.co.uk/acatalog/BERN480PEAAA.jpg,BERN790PEAAA.jpg,Bernina-790E-Plus-Limited-Edition-Sewing---Embroidery-Machine-.html
Bernina 880 Sewing & Embroidery Machine,"
The top of the range of Bernina Sewing Machines the 880 has the most space and is responsive to every need.  

The Bernina 880Plus is a long arm machine and the dimensions are 53cm length x 20.5cm wide x 35cm high   (21½"" x 8"" x 14"" ). There is 12""  30.5cm to the right of the needle and a 7¼""  18.5cm Touch Screen Weighing in at 20kg (44pounds) they are a solid machine that is up to the challenge no matter what the size of your project.

!!<<span style='color: #ff0000;'>>!!Due to current high demand, this machine has a 3-6 week wait time from point of order. !!<</span>>!!",Bernina 880 Sewing & Embroidery Machine,"Bernina, Top of the Range, medium arm quilting & embroidery machine",Bernina 880 Sewing & Embroidery Machine,https://www.quiltdirect.co.uk/acatalog/BERN770small.jpg,BERN880small.jpg,Bernina880.html
Bernina Accessory Boxes & Accessories,,,,Bernina Accessory Boxes & Accessories,https://www.quiltdirect.co.uk/acatalog/BTrolleyL.jpg,B1042657000A.jpg,Bernina-Accessory-Storage.html
Bernina Big Book of Embroidery,,,,Bernina Big Book of Embroidery | Quilting & Sewing,https://www.quiltdirect.co.uk/acatalog/KringleClaus_Swatch.jpg,BERNBOOKEMBROIDERY.jpg,Bernina-Big-Book-of-Embroidery.html
Bernina Big Book of Feet,,,,Bernina Big Book of Feet,https://www.quiltdirect.co.uk/acatalog/Q1081A_CO_A.jpg,BIGBOOK.jpg,Bernina-Big-Book-of-Feet.html
Bernina Bobbins & Bobbincases,"
We always recomend genuine Bernina bobbins and bobbin cases for your Bernina machine. This helps ensure smooth flow of the thread and quality of stitch formation. 
",Bernina Bobbins and Bobbin Cases,"Bernina Bobbins,  Bernina Bobbin Cases, Black Latch Gold Latch",Bernina Sewing Machine Bobbins & Bobincases,https://www.quiltdirect.co.uk/acatalog/BNPKa.jpg,BerninaBobbinsBobincases.jpg,Bobbins_Bobbincases.html
Bernina Bulbs,,,,Bernina Sewing Machine Bulbs,https://www.quiltdirect.co.uk/acatalog/BERNDES.jpg,BERNBULBSCREW.jpg,Bernina-Bulbs.html
Bernina Clip on Shanks & Soles,,,,Bernina Clip on Shanks & Soles,https://www.quiltdirect.co.uk/acatalog/AQ55008a.jpg,BerninaCliponGroup.jpg,Bernina-New-Style-Clip-on-Soles.html
Bernina Creative Studio Project Days,"!!<<span style='color: #ff0000;'>>!!!!<<strong>>!!During this unprecedented time, we are temporarily closing our Bernina Studio. We will monitor the situation and send comminication via our newsletter regarding re-opening for Creative Studio bookings. Stay Safe and we hope to see you soon.!!<</strong>>!!!!<</span>>!!  ",,,Creative Studio Days,https://www.quiltdirect.co.uk/acatalog/MasteryImageB.jpg,CreativecoverB.jpg,Bernina-Creative-Studio-Days.html
Bernina Cutwork Software,,,,,https://www.quiltdirect.co.uk/acatalog/,BERNDESWORKSOFT.jpg,Bernina-Cutworks.html
Bernina Designer Plus Version 8 Software ,"
The BERNINA software lets you whip up countless attractive designs and use your creative potential to the full. 
Design your own motifs and borders on your PC, then rotate, resize, and mirror them. 
The BERNINA embroidery software places a host of powerful design tools at your fingertips that make it absolute child’s play to turn your creative ideas into reality.
",,,Bernina Sewing Machine Designer Embroidery Software,https://www.quiltdirect.co.uk/acatalog/BERNQ24\BERNQ24small.jpg,BERNDESGROUP.jpg,Bernina-Designer-.html
Bernina Designer Software Update To Designer Plus V8,,,,,https://www.quiltdirect.co.uk/acatalog/BERNDES.jpg,BERNDESUPDATE.jpg,Bernina-Designer-Software-Update-To-designer-Plus-V8.html
Bernina Designer Software Version 8,,,,,https://www.quiltdirect.co.uk/acatalog/XmasPresent.jpg,BERNDES.jpg,Bernina-Designer-Software-Version-8.html
Bernina DesignWorks ,,"Bernina DesignWorks Software in three seperate modules of, CutWork, PaintWork and Crystal Work","CutWork, PaintWork and Crystal Work ",Bernina Sewing Machine Design Works Embroidery Software,https://www.quiltdirect.co.uk/acatalog/BERNDESGROUP.jpg,BERNDESWORK.jpg,Bernina-DesignWorks-.html
Bernina Editor Plus Software Upgrade To Designer Plus V8,,,,,https://www.quiltdirect.co.uk/acatalog/,BERNDESUPGRADE.jpg,Bernina-Designer-Plus-Software-Version-8.html
Bernina Embroidery Hoops,Always use a hoop size that closely matches your design size to ensure better finished results.,,,Bernina Sewing Machine Embroidery Hoops,https://www.quiltdirect.co.uk/acatalog/BEHAa.jpg,BEHMEGAa.jpg,Hoops.html
Bernina Embroidery Machine Software,,"Bernina Software Version 6 is fun, exciting and really creative.  I use the software with my Bernina 630 and Bernina 830 for quilting as well as embroidery.","Bernina Software, cutwork, My Design, Editor  Artlink",Bernina Sewing Machine Embroidery Software,https://www.quiltdirect.co.uk/acatalog/BERNDESWORK.jpg,BERNDES.jpg,Bernina_Software.html
Bernina Embroidery Module Accessories ,,,,Bernina Sewing Machine Embroidery Unit Accessories ,https://www.quiltdirect.co.uk/acatalog/BerninaBobbinsBobincases.jpg,BEHAa.jpg,Embroidery_Acces.html
"Bernina Embroidery Modules, Accessories & Software","
Extend the capability of your Bernina Machine with an Embroidery Module and Software. A large range of accessories for the embroidery units ensures that your embroidery ideas are able to transfer your project to another level of creativity.",Bernina Embroidery Units,"Bernina Embroidery Units, Embroidery Machines",Bernina Sewing Machine Embroidery Units and Accessories,https://www.quiltdirect.co.uk/acatalog/BERNEMB580a.jpg,BerninaEmbAccs.jpg,Embroidery_Units.html
Bernina Embroidery Units,,Bernina Sewing Machine Embroidery Units,Bernina Sewing Machine Embroidery Units,Bernina Sewing Machine Embroidery Units,https://www.quiltdirect.co.uk/acatalog/BEHMEGAa.jpg,BERNEMB580a.jpg,Units.html
Bernina Fabrics,"!!<<strong>>!!How many projects can you plan with these fabulous fabrics?  

Limited Stock!!!<</strong>>!!",,,Bernina Benartex Fabrics,https://www.quiltdirect.co.uk/acatalog/Q1075_CO_A.jpg,BEN340099.jpg,Bernina-Fabrics.html
Bernina Foot of The Month,"!!<<span style='color: #ff0000;'>>!!!!<<strong>>!!!!<<span style='color: #ff0000;'>>!!!!<<strong>>!!Bernina Accessory of the Month:

The new Accessory of the Month is the Button sew-on Foot #18  which will be offered with 15% discount from now until Tuesday 31st March 2020. 


Use code !!<<span style='color: #ff0000;'>>!!!!<<strong>>!!BERNFOM!!<</strong>>!!!!<</span>>!! at checkout ",,,Bernina Accessory of the Month Offer,https://www.quiltdirect.co.uk/acatalog/,BF18V.jpg,Bernina-Month.html
Bernina L450 & L460,,,,,https://www.quiltdirect.co.uk/acatalog/B25020700350_A.jpg,BERNL460.jpg,Bernina-450-460.html
Bernina L450 & L460 Accessories,,,,,https://www.quiltdirect.co.uk/acatalog/,B5020700357_A.jpg,Bernina-450-460-Accessories.html
Bernina L450 & L460 Feet,,,,,https://www.quiltdirect.co.uk/acatalog/B5020700357_A.jpg,B25020700350_A.jpg,Bernin-450-460-Feet.html
Bernina Limited Edition Vintage Collection ,,,,Bernina 125th Anniversary Limited Edition Items,https://www.quiltdirect.co.uk/acatalog/PP557B.jpg,BVBOTTLE.jpg,Bernina-125th-Anniversary-Limited-Edition-Items-1.html
Bernina Longarm Quilting Machines,"
BERNINA is excited to share with you the fulfillment of a vision that was 120 years in the making. A long history of innovation blended with a wealth of quilting expertise is brought together in the Bernina Longarm quilting machines that will meet the demands of discriminating quilters everywhere.  Your choice of machine brand as well as the level of model can influence the level of creativity you achieve today and tomorrow.  A Bernina Longarm sitdown or frame will take the process of quilting to a new level of precision and pleasure. 

If you would like to spend time with our Q16 and Q20 Sitdown Machines or our Q24 Frame Machine please contact us directly and we can arrange time for a demonstration.  If you need to travel or just want to take some time in and around West Devon and Dartmoor we can help arrange accomodation too.

Call us on 01822 810877 to discuss our !!<<strong>>!!Bernina Q20 and the Bernina Q24 longarm quilting machines!!<</strong>>!!
   ",Bernina Longarm Quilting Machines,,Bernina Longarm Quilting Machines,https://www.quiltdirect.co.uk/acatalog/Art9128grp.jpg,BERNQ24small.jpg,Bernina-Long-Arm-Machines.html
Bernina Machine Needles,"
Bernina Needles are produced in Switzerland so quality is assured. 

!!< <a href=""https://youtu.be/jTua7eBelSE""target""_blank""target=""_blank"">Click Here for a Video on choosing the correct needle for your thread and fabric.</a>  >!!


",Bernina Sewing Machine Needles,Bernina Sewing Machine Needles,Bernina Sewing Machine Needles,https://www.quiltdirect.co.uk/acatalog/Needlepunch.jpg,BerninaGroup.jpg,Bernina_Machine_Needles.html
Bernina Machine Storage & Totes,,,,Bernina Storage Totes & Trolleys,https://www.quiltdirect.co.uk/acatalog/Art9129grp.jpg,BTrolleyL.jpg,BerninaTotes.html
Bernina Mastery,"!!<<span style='color: #ff0000;'>>!!!!<<strong>>!!During this unprecedented time, we are temporarily closing our Bernina Studio. We will monitor the situation and send comminication via our newsletter regarding re-opening for Bernina Mastery bookings. Stay Safe and we hope to see you soon.!!<</strong>>!!!!<</span>>!!  ",,,,https://www.quiltdirect.co.uk/acatalog/ComingSoon.jpg,MasteryImageB.jpg,Bernina-Mastery.html
Bernina Needle Threaders and Thread Cutters,Additional thread cutter and holder to help the process of the automatic needle threader on any machine that has an auto threader.,,,Bernina Sewing Machine Needle Threaders and Thread Cutters,https://www.quiltdirect.co.uk/acatalog/BTLU.jpg,BNT.jpg,BerninaNeedleThreaders.html
Bernina Needleplates,,Bernina Needle Plates,"Bernina Needle Plates, straight stitch needle plate",Bernina Sewing Machine Needleplates,https://www.quiltdirect.co.uk/acatalog/BerninaGroup.jpg,BNPsection.jpg,Needle_plates.html
Bernina New 4 Series Sewing Machines,"Want to go where your creativity takes you without being limited? The newly engineered 4 series machines let you make all the creative decisions. Like choosing the stitch length and width or deciding the needle position. If you want the needle down when it stops, you got it. And all that control is conveniently located at your fingertips on the large, intuitive touch screen. 

The New Bernina 4 Series are normal sized machines  20cm wide  x 40cm length x 30cm high  (8"" x 15½"" x 12"") and weighing in at 10.3kg  (22¾lbs)   There is 7""  18.5cm to the right of the needle and a 4.3""  11cm Touch Screen

!!<<strong>>!!Why choose a New 4 Series Machine ?!!<</strong>>!!

!!<&bull;>!!  Modern, Colour Touch Screen for easy navigation
!!<&bull;>!!  Maximum speed of 900 stitches per minute
!!<&bull;>!!  Front-load Jumbo bobbin holds up to 70% more thread
!!<&bull;>!!  BERNINA Hook for quiet and precise sewing, quilting and embroidering
",The Bernina 5 series the serious sewing machine for any sewer,"Bernina 530, 570QE, 580E quilting embroidery sewing machine, ",Bernina New 4 Series Sewing Machines,https://www.quiltdirect.co.uk/acatalog/BERN480_large.jpg,BerninaNew4GroupB.jpg,Bernina-New-4-Series-Sewing---Embroidery-Machines.html
Bernina New 5 Series Sewing & Embroidery Machines,"
Do you tell stories with a quilt, or express yourself through hand-crafted clothes or make everything more beautiful with embroidery? We know you. We get you. And we re-engineered our 5 Series line of machines expressly for you. Our newly re-designed series is perfectly sized, feature packed and ready to sew, quilt and embroider quieter, faster, better and with fewer stops and starts thanks to the BERNINA Hook. Interest piqued? We thought so.

The New Bernina 5 Series are larger than normal sized machines  20cm wide  x 43cm length x 30cm high  (8"" x 16¾"" x 12"") and weighing in at  11.2kg  (24¾lbs)   There is 8½""  22cm to the right of the needle and a 4.3""  11cm Touch Screen



",The Bernina 5 series the serious sewing machine for any sewer,"Bernina 530, 570QE, 580E quilting embroidery sewing machine, ",Bernina New 5 Series Sewing & Embroidery Machines,https://www.quiltdirect.co.uk/acatalog/BERNS590E_Small.jpg,BERNINANEW5Group.jpg,Bernina-New-5-Series-Sewing---Embroidery-Machines.html
